연번,기업명,전화번호,주소,산업분류
252,태영수출포장(주),050-7149-3919,경기도 화성시 만세구 송산면 중송리 15-5,"목재 포장용 상자, 드럼 및 유사 용기 제조업"
253,피엔디,,경기도 화성시 만세구 향남읍 길성리 178-4,산업용 송풍기 및 배기장치 제조업
254,테크온,031-353-6450,경기도 화성시 만세구 우정읍 석천리 39-10,절삭 가공 및 유사 처리업
255,티에이테크,,경기도 화성시 만세구 남양읍 온석리 291-8,건설용 석제품 제조업
256,수도에프알피산업,031-355-7673,경기도 화성시 만세구 남양읍 온석리 90,그 외 기타 플라스틱 제품 제조업
257,(주)보락,031-350-3352,경기도 화성시 만세구 양감면 송산리 307-1,기타 식품 첨가물 제조업
258,유한산업,031-352-5032,경기도 화성시 만세구 양감면 대양리 769-6,금속 캔 및 기타 포장용기 제조업
259,샘우드,,경기도 화성시 만세구 장안면 사랑리 248-2,기타 목재 가구 제조업
260,주식회사 최강,,경기도 화성시 효행구 봉담읍 분천리 108-2,절삭 가공 및 유사 처리업
261,다온테크,,경기도 화성시 효행구 봉담읍 동화리 603,산업 처리공정 제어장비 제조업
262,다유테크,070-7758-2850,경기도 화성시 효행구 봉담읍 수기리 23-6,기타 기계·장비 조립용 플라스틱제품 제조업
263,유성산업*,031-227-9592,경기도 화성시 효행구 봉담읍 마하리 271-6,기타 건축용 플라스틱 조립제품 제조업
264,아비만엔지니어링,031-659-9100,경기도 화성시 만세구 팔탄면 구장리 169-1,전자 감지장치 제조업
265,두부마을남양점,031-355-7669,경기도 화성시 만세구 남양읍 남양리 1167,두부 및 유사 식품 제조업
266,시스템코리아,031-354-7098,경기도 화성시 만세구 팔탄면 구장리 521,기타 반도체 소자 제조업
267,에코티스,,경기도 화성시 동탄구 영천동 873-5,컴퓨터 프린터 제조업
268,(주)룩스그린 (마도지점)*,031-366-8050,경기도 화성시 만세구 마도면 청원리 132-2,육상 금속 골조 구조재 제조업
269,태양테크,031-222-3616,경기도 화성시 만세구 팔탄면 하저리 16-9,절연 코드세트 및 기타 도체 제조업
270,(주)기화정밀,031-366-7816,경기도 화성시 만세구 남양읍 활초리 1-5,기타 주변 기기 제조업
271,"주식회사 휴바(HUBA Co.,Ltd)",070-7750-1455,경기도 화성시 동탄구 영천동 831-1,그 외 기타 전자 부품 제조업
272,제이케이글로벌,031-356-4978,경기도 화성시 만세구 마도면 청원리 243,기체 여과기 제조업
273,주식회사 지산이엔지*,,경기도 화성시 만세구 서신면 장외리 445-159,육상 금속 골조 구조재 제조업
274,티에이치코리아 (TH KOREA),031-8050-1971,경기도 화성시 동탄구 영천동 832-2,유압 기기 제조업
275,태경에이앤엠,,경기도 화성시 만세구 양감면 신왕리 800-14,주형 및 금형 제조업
276,에스제이(SJ)산업,,경기도 화성시 만세구 팔탄면 창곡리 275,플라스틱 필름 제조업
277,월드테크,,경기도 화성시 만세구 양감면 송산리 307-35,반도체 제조용 기계 제조업
278,버드,,경기도 화성시 동탄구 영천동 844-1,화장품 제조업
279,(주)앙카몰,,경기도 화성시 만세구 장안면 어은리 563-1,볼트 및 너트류 제조업
280,엔티케이,,경기도 화성시 동탄구 영천동 846-3,배전반 및 전기 자동제어반 제조업
281,다온첨단소재,,경기도 화성시 만세구 향남읍 하길리 1410-2,플라스틱 접착처리 제품 제조업
282,세양테크,031-375-0059,경기도 화성시 만세구 장안면 덕다리 180-10,포장용 플라스틱 성형용기 제조업
283,버사바이오텍,,경기도 화성시 효행구 봉담읍 하가등리 293-5,그 외 기타 식료품 제조업
284,국제JY,,경기도 화성시 만세구 향남읍 구문천리 388-25,곡물 혼합 분말 및 반죽 제조업
285,주식회사 에이치디테크,031-366-5994,경기도 화성시 만세구 우정읍 화산리 140-6,금속 단조제품 제조업
286,에스엠하이텍주식회사,031-433-8807,경기도 화성시 만세구 서신면 매화리 470,컨베이어 장치 제조업
287,주식회사 대일정밀,031-227-5191,경기도 화성시 효행구 봉담읍 덕우리 161-48,자동차 차체용 신품 부품 제조업
288,대진아이엠,031-227-7000,경기도 화성시 효행구 봉담읍 수영리 609,운송장비 조립용 플라스틱제품 제조업
289,티원 (T원),031-366-4206,경기도 화성시 만세구 장안면 수촌리 1416-17,날염 가공업
290,(주)아이탐푸드,031-212-9792,경기도 화성시 병점구 안녕동 188-262,육류 포장육 및 냉동육 가공업(가금류 제외)
291,제오정공,,경기도 화성시 만세구 송산면 지화리 161-6,운송장비용 이차전지 제조업
292,카본코리아,031-298-4907,경기도 화성시 만세구 향남읍 동오리 229,기타 기초 무기화학 물질 제조업
293,(주)텍슨화성반도체,,경기도 화성시 만세구 양감면 사창리 37-20,기타 무선 통신장비 제조업
294,스카이테크(주),031-356-8730,경기도 화성시 만세구 장안면 수촌리 159-1,그 외 기타 특수 목적용 기계 제조업
295,윤정공,,경기도 화성시 만세구 향남읍 송곡리 115,일반 철물 제조업
296,주식회사수지케미칼,,경기도 화성시 만세구 향남읍 도이리 315-4,그 외 기타 플라스틱 제품 제조업
297,정산기공사,031-366-4921,경기도 화성시 만세구 팔탄면 구장리 67,그 외 기타 특수 목적용 기계 제조업
298,에이엠테크,031-353-6730,경기도 화성시 만세구 팔탄면 가재리 233-2,기타 반도체 소자 제조업
299,기창산업,02-2281-8181,경기도 화성시 만세구 우정읍 조암리 250-32,그 외 기타 플라스틱 제품 제조업
300,(주)두민 제2공장,031-352-0393,경기도 화성시 만세구 향남읍 하길리 1412-12,그 외 기타 전기장비 제조업
301,에코보보스 주식회사,,경기도 화성시 만세구 남양읍 장덕리 1065-5,"산소, 질소 및 기타 산업용 가스 제조업"
302,하나FA,031-351-2462,경기도 화성시 만세구 장안면 무봉길 132-3,그 외 기타 특수 목적용 기계 제조업
303,대양엔지니어링,,경기도 화성시 효행구 정남면 보통리 664-5,그 외 기타 금속 가공업
304,제이엠솔루션,031-352-5607,경기도 화성시 만세구 팔탄면 율암리 398-26,주형 및 금형 제조업
305,(주)수호산업,031-898-7901,경기도 화성시 병점구 반월동 268-10,절삭 가공 및 유사 처리업
306,신영테크,,경기도 화성시 효행구 봉담읍 세곡리 32,기기용 자동 측정 및 제어장치 제조업
307,카리스테크,,경기도 화성시 만세구 남양읍 온석리 391-25,산업용 송풍기 및 배기장치 제조업
308,경도철강,,경기도 화성시 만세구 서신면 매화리 124,육상 금속 골조 구조재 제조업
309,신진특수용접,031-222-9516,경기도 화성시 효행구 봉담읍 동화리 139-1,그 외 기타 금속 가공업
310,(주)크린컴퍼니,031-8039-6015,경기도 화성시 만세구 남양읍 무송리 197-71,주방용 전기 기기 제조업
311,(주)화진테크산업,,경기도 화성시 효행구 매송면 원리 96-1,자동차용 금속 압형제품 제조업
312,에스테크,,경기도 화성시 병점구 안녕동 176-180,반도체 제조용 기계 제조업
313,하나산업,031-356-5290,경기도 화성시 만세구 서신면 홍법리 520,육상 금속 골조 구조재 제조업
314,엠에스에스,031-366-5840,경기도 화성시 효행구 정남면 발산리 183-2,"금속 문, 창, 셔터 및 관련제품 제조업"
315,(주)티에스유앤아이,031-354-6524,경기도 화성시 효행구 정남면 음양리 919,"증류기, 열 교환기 및 가스 발생기 제조업"
316,주식회사 케이에이디,,경기도 화성시 만세구 팔탄면 해창리 259-65,"금속 문, 창, 셔터 및 관련제품 제조업"
317,양문초경톱,031-354-7276,경기도 화성시 만세구 팔탄면 창곡리 521,톱 및 호환성 공구 제조업
318,예스테크,,경기도 화성시 효행구 정남면 문학리 78-3,반도체 제조용 기계 제조업
319,행운,031-353-4173,경기도 화성시 효행구 정남면 괘랑리 869-3,그 외 기타 금속 가공업
320,에프디시즈 주식회사,031-366-8405,경기도 화성시 만세구 마도면 송정리 328-6,기타 표시장치 제조업
321,신우목형,031-353-6946,경기도 화성시 효행구 정남면 문학리 135-4,목재 도구 및 주방용 나무제품 제조업
322,광영산업,031-273-4300,경기도 화성시 만세구 팔탄면 덕우리 200-1,주형 및 금형 제조업
323,켐프린,031-359-9001,경기도 화성시 만세구 향남읍 동오리 670-6,사무 및 회화용품 제조업
324,동원씨디에프 주식회사,031-319-9224,경기도 화성시 만세구 남양읍 안석리 437-8,플라스틱 시트 및 판 제조업
325,신창산업,,경기도 화성시 만세구 송산면 사강리 386-1,볼트 및 너트류 제조업
326,지산산업,031-227-9955,경기도 화성시 효행구 정남면 보통리 449-4,금속 위생용품 제조업
327,진영파워텍,031-352-7384,경기도 화성시 만세구 향남읍 송곡리 339-1,알루미늄 주물 주조업
328,대림테크,,경기도 화성시 만세구 팔탄면 하저리 391-2,"증류기, 열 교환기 및 가스 발생기 제조업"
329,지엘텍,031-354-2094,경기도 화성시 효행구 정남면 귀래리 449-32,주형 및 금형 제조업
330,주식회사 하울시스템,031-354-2169,경기도 화성시 만세구 향남읍 구문천리 875-42,주방용 전기 기기 제조업
331,티니,031-203-9827,경기도 화성시 동탄구 방교동 785-1,경성 인쇄회로기판 제조업
332,기호엔지니어링,031-355-1297,경기도 화성시 만세구 장안면 독정리 611-3,운송장비 조립용 플라스틱제품 제조업
333,번영와이어컷팅,,경기도 화성시 만세구 향남읍 송곡리 175-1,금속 절삭기계 제조업
334,씨앤에스,,경기도 화성시 효행구 정남면 문학리 347-6,절삭 가공 및 유사 처리업
335,SM테크,031-211-4173,경기도 화성시 병점구 반정동 124-21,배전반 및 전기 자동제어반 제조업
336,지오,031-890-8082,경기도 화성시 병점구 병점동 887-10,전기·전자 및 정밀 기기 수리업
337,대성포장,,경기도 화성시 효행구 비봉면 자안리 772-2,"목재 보존, 방부처리, 도장 및 유사 처리업"
338,주식회사 정원,031-294-6634,경기도 화성시 효행구 봉담읍 세곡리 72-1,포장용 플라스틱 성형용기 제조업
339,부안전기,031-355-8834,경기도 화성시 효행구 비봉면 삼화리 621-11,배전반 및 전기 자동제어반 제조업
340,주식회사 지우엔씨,,경기도 화성시 만세구 양감면 대양리 847-6,절삭 가공 및 유사 처리업
341,오성테크,,경기도 화성시 만세구 우정읍 화산리 440-4,기타 건축용 플라스틱 조립제품 제조업
342,(주)코아드,031-366-7058,경기도 화성시 만세구 남양읍 온석리 297-1,"금속 문, 창, 셔터 및 관련제품 제조업"
343,엠엔제이아이앤씨(주),031-374-7233,경기도 화성시 효행구 정남면 수면리 77-1,그 외 기타 가구 제조업
344,동진ENG,,경기도 화성시 효행구 정남면 괘랑리 312-3,자동차용 금속 압형제품 제조업
345,(주)가성정밀,031-233-9317,경기도 화성시 병점구 기산동 369-6,절삭 가공 및 유사 처리업
346,이엠로지스EMLOGISCoLtd,031-479-5529,경기도 화성시 만세구 향남읍 동오리 465-3,그 외 기타 금속 가공업
347,피에스케이홀딩스(주),031-660-8873,경기도 화성시 동탄구 석우동 2-12,반도체 제조용 기계 제조업
348,하나모바일,031-8055-0628,경기도 화성시 만세구 남양읍 현대기아로556번길 108,설치용 및 위생용 플라스틱제품 제조업
349,지에스테크,031-8003-1377,경기도 화성시 효행구 정남면 계향리 597-1,그 외 기타 일반 목적용 기계 제조업
350,(주)우와도어,031-355-1712,경기도 화성시 만세구 팔탄면 하저리 743-4,"금속 문, 창, 셔터 및 관련제품 제조업"
351,두두피앤피,031-366-6241,경기도 화성시 효행구 정남면 문학리 533-3,문구용 종이제품 제조업
352,케이티(KT)태크,031-8059-4831,경기도 화성시 효행구 정남면 문학리 321-11,절삭 가공 및 유사 처리업
353,으뜸하이텍HITEC,,경기도 화성시 만세구 향남읍 관리 233-1,기타 반도체 소자 제조업
354,유수정밀,031-243-3050,경기도 화성시 만세구 향남읍 갈천리 226,그 외 기타 전자 부품 제조업
355,지엠테크놀로지,,경기도 화성시 효행구 정남면 계향리 489,금속 절삭기계 제조업
356,모던엠디에스,031-293-1029,경기도 화성시 만세구 장안면 금의리 467-8,전자 응용 절삭기계 제조업
357,나라정공,,경기도 화성시 효행구 봉담읍 분천리 20,절삭 가공 및 유사 처리업
358,코리아식품(주)*,,경기도 화성시 만세구 장안면 독정리 767-1,떡류 제조업
359,신우에스피주식회사,031-357-6327,경기도 화성시 만세구 서신면 장외리 530-34,도장 및 기타 피막 처리업
360,유경테크,050-7137-4466,경기도 화성시 만세구 남양읍 신남리 112-25,배전반 및 전기 자동제어반 제조업
361,삼정프라텍,,경기도 화성시 만세구 양감면 대양리 710-9,운송장비 조립용 플라스틱제품 제조업
362,비젼테크VISIONTEACH,031-352-0963,경기도 화성시 만세구 양감면 대양리 537,"기타 측정, 시험, 항해, 제어 및 정밀 기기 제조업"
363,(주)명전우,031-8047-6215,경기도 화성시 만세구 향남읍 송곡리 48-5,금속 열처리업
364,주식회사 신광분체,031-766-9011,경기도 화성시 만세구 장안면 금의리 477-11,도장 및 기타 피막 처리업
