순번,단지명,회사명,공장대표주소(지번 및 도로명주소),업종번호,업종명,전화번호
151,화성동탄일반산업단지,(주)진솔루션,경기도 화성시 동탄구 동탄산단7길 98-38 (방교동),27216 ， 29271,반도체 제조용 기계 제조업 외 1 종,031-371-8700
152,화성동탄일반산업단지,(주)진양MTS,경기도 화성시 동탄구 동탄산단9길 24 (방교동),18113 ， 18119,기타 인쇄업 외 1 종,031-378-7456
153,화성동탄일반산업단지,(주)찬구화학,"경기도 화성시 동탄구 동탄산단4길 9-3(방교동, (주)찬구화학, (주)신전)",26295 ， 26299,그 외 기타 전자부품 제조업 외 1 종,031-378-8652
154,화성동탄일반산업단지,(주)창공에프에이,"경기도 화성시 동탄구 동탄산단3길 20-13(방교동, (주)창공에프에이)",29280,산업용 로봇 제조업,031-298-2292
155,화성동탄일반산업단지,(주)케이랩,경기도 화성시 동탄구 동탄산단3길 20-19 (방교동),29271,반도체 제조용 기계 제조업,031-8059-6556
156,화성동탄일반산업단지,(주)케이에스티이   ,경기도 화성시 동탄구 동탄산단5길 10-38 (방교동),26299 ， 29271,반도체 제조용 기계 제조업 외 1 종,031-768-8847
157,화성동탄일반산업단지,(주)케이엘테크코퍼레이션,경기도 화성시 동탄구 동탄산단6길 53-27 (방교동),29271,반도체 제조용 기계 제조업,031-378-1050
158,화성동탄일반산업단지,(주)케이제이테크놀로지,경기도 화성시 동탄구 동탄산단7길 98-8(방교동),29294,주형 및 금형 제조업,031-221-2618
159,화성동탄일반산업단지,(주)케이피엠테크놀러지 ,경기도 화성시 동탄구 동탄산단7길 98-42 (방교동),29141,구름베어링 제조업,031-377-7830
160,화성동탄일반산업단지,(주)케이피텍,경기도 화성시 동탄구 동탄산단5길 10-25 (방교동),26299,그 외 기타 전자부품 제조업,031-377-3838
161,화성동탄일반산업단지,(주)코리아인스트루먼트,경기도 화성시 동탄구 동탄산단4길 9-29 (방교동),26295 ， 26299,그 외 기타 전자부품 제조업 외 1 종,031-375-5900
162,화성동탄일반산업단지,(주)코리아인스트루먼트,경기도 화성시 동탄구 동탄산단3길 20-17 (방교동),26299,그 외 기타 전자부품 제조업,031-375-5900
163,화성동탄일반산업단지,(주)코메코아이엔티,"경기도 화성시 동탄구 동탄산단2길 7-16(방교동, (주)코메코INT, (주)에스프라임)",26295 ， 26299,그 외 기타 전자부품 제조업 외 1 종,031-372-1791
164,화성동탄일반산업단지,(주)코스메디크 ,경기도 화성시 동탄구 동탄산단9길 9-7 (방교동),20423 ， 28519,기타 가정용 전기기기 제조업 외 1 종,02-569-8300
165,화성동탄일반산업단지,(주)코엔시스 ,경기도 화성시 동탄구 동탄산단6길 53-27 (방교동),28202,축전지 제조업,031-8055-7979
166,화성동탄일반산업단지,(주)코텍,경기도 화성시 동탄구 동탄산단5길 60 (방교동),22249,기타 기계.장비 조립용 플라스틱 제품 제조업,032-860-3000
167,화성동탄일반산업단지,(주)큐비콘,경기도 화성시 동탄구 동탄산단6길 59 (방교동),29222,디지털 적층 성형기계 제조업,070-5075-7871
168,화성동탄일반산업단지,(주)크레픽,경기도 화성시 동탄구 동탄산단9길 9-22 (방교동),29271,반도체 제조용 기계 제조업,031-371-3112
169,화성동탄일반산업단지,(주)키프코전자항공,경기도 화성시 동탄구 동탄기흥로 32-7(방교동),26410,유선 통신장비 제조업,070-5038-3953
170,화성동탄일반산업단지,(주)킨텍코리아,"경기도 화성시 동탄구 동탄산단7길 98-42, (동탄일반산업단지 32-4블록) (방교동)",22299 ， 29132,기체 펌프 및 압축기 제조업 외 1 종,031-377-7830
171,화성동탄일반산업단지,(주)킵코레이더,"경기도 화성시 동탄구 동탄기흥로 32-7, 2층 일부(방교동)",26429,기타 무선 통신장비 제조업,070-5038-3953
172,화성동탄일반산업단지,(주)태인에프앤씨 ,"경기도 화성시 동탄구 동탄산단5길 10-8, (방교리 797-10) (방교동)",29250,음ㆍ식료품 및 담배 가공기계 제조업,031-432-2041
173,화성동탄일반산업단지,(주)태형,경기도 화성시 동탄구 동탄산단5길 10-26(방교동),29271,반도체 제조용 기계 제조업,031-354-1813
174,화성동탄일반산업단지,(주)테라메카,"경기도 화성시 동탄구 동탄산단6길 53-20, (동탄일반산업단지 12-4블록) (방교동)",29271,반도체 제조용 기계 제조업,031-8015-5159
175,화성동탄일반산업단지,(주)테크윙,경기도 화성시 동탄구 동탄산단6길 37 (방교동),29271 ， 29272,반도체 제조용 기계 제조업 외 1 종,031-379-8000
176,화성동탄일반산업단지,(주)테크윙,경기도 화성시 동탄구 동탄산단8길 47 (방교동),29271 ， 29272,반도체 제조용 기계 제조업 외 1 종,031-379-8000
177,화성동탄일반산업단지,(주)투윈테크,경기도 화성시 동탄구 동탄산단2길 66 (방교동),29271,반도체 제조용 기계 제조업,031-262-6887
178,화성동탄일반산업단지,(주)트라코월드,경기도 화성시 동탄구 동탄산단7길 118 (방교동),29131,액체 펌프 제조업,02-2109-2452
179,화성동탄일반산업단지,(주)트리버스시스템,"경기도 화성시 동탄구 동탄산단6길 53-40, 1동(방교동)",29271,반도체 제조용 기계 제조업,031-378-1995
180,화성동탄일반산업단지,(주)트리즈엔지니어링,경기도 화성시 동탄구 동탄산단5길 10-12(방교동),27212 ， 28909 ， 29199,"전자기 측정, 시험 및 분석기구 제조업 외 2 종",031-8015-3432
181,화성동탄일반산업단지,(주)티베라,경기도 화성시 동탄구 동탄산단5길 54,26322 ， 26511,컴퓨터 모니터 제조업 외 1 종,
182,화성동탄일반산업단지,(주)티아이에스 ,경기도 화성시 동탄구 동탄산단6길 15-33(방교동),29271,반도체 제조용 기계 제조업,070-4230-5545
183,화성동탄일반산업단지,(주)티에스시,경기도 화성시 동탄구 동탄산단5길 10-34(방교동),29271,반도체 제조용 기계 제조업,031-213-8962
184,화성동탄일반산업단지,(주)티에스피글로벌,"경기도 화성시 동탄구 동탄산단10길 67, 2층 (방교동)",26111 ， 26112 ， 26321 ， 29271,반도체 제조용 기계 제조업 외 3 종,031-8015-5253
185,화성동탄일반산업단지,(주)파라이엔티,경기도 화성시 동탄구 동탄기흥로 64-14 (방교동),26295 ， 26299,그 외 기타 전자부품 제조업 외 1 종,031-831-8310
186,화성동탄일반산업단지,(주)페코텍,경기도 화성시 동탄구 동탄산단3길 20-19 (방교동),25911 ， 29280 ， 29294,산업용 로봇 제조업 외 2 종,02-2007-6016
187,화성동탄일반산업단지,(주)프로스코,"경기도 화성시 동탄구 동탄산단6길 15-28, (동탄일반산업단지 10-1블록) (방교동)",22241 ， 22249,운송장비 조립용 플라스틱제품 제조업 외 1 종,031-376-4327
188,화성동탄일반산업단지,(주)플렉스파워,경기도 화성시 동탄구 동부대로 792(방교동),28119,기타 전기 변환장치 제조업,031-378-8023
189,화성동탄일반산업단지,(주)하나로티앤에스,경기도 화성시 동탄구 동탄산단4길 37 (방교동) (주)하나로티엔에스,26295 ， 26299 ， 31312,그 외 기타 전자부품 제조업 외 2 종,031-377-0473
190,화성동탄일반산업단지,(주)하나티이씨,경기도 화성시 동탄구 동탄산단2길 7-22,26295 ， 26299,그 외 기타 전자부품 제조업 외 1 종,031-372-0700
191,화성동탄일반산업단지,(주)하이텍,경기도 화성시 동탄구 동탄산단4길 9-20(방교동),29272,디스플레이 제조용 기계 제조업,031-371-9400
192,화성동탄일반산업단지,(주)하이트로닉스 ,경기도 화성시 동탄구 동탄산단2길 7-22 (방교동),26299,그 외 기타 전자부품 제조업,031-378-7997
193,화성동탄일반산업단지,(주)한국산업모형,경기도 화성시 동탄구 동탄산단10길 46 (방교동),29172 ， 29222,공기 조화장치 제조업 외 1 종,031-8003-9696
194,화성동탄일반산업단지,(주)한성엔지니어링,경기도 화성시 동탄구 동탄산단8길 15-23 (방교동),28119 ， 28123,배전반 및 전기 자동제어반 제조업 외 1 종,031-216-2526
195,화성동탄일반산업단지,(주)한송M&T,"경기도 화성시 동탄구 동탄산단6길 15-12, (동탄일반산업단지 10-5블록) (방교동)",25929 ， 25934,톱 및 호환성 공구 제조업 외 1 종,031-419-4443
196,화성동탄일반산업단지,(주)한텍시스템,"경기도 화성시 동탄구 동탄산단6길 73, (동탄일반산업단지 12-9블록) (방교동)",29271,반도체 제조용 기계 제조업,031-357-9371
197,화성동탄일반산업단지,(주)해든,경기도 화성시 동탄구 동부대로 816 (방교동) 외 1필지,28422 ， 28423,일반용 전기 조명장치 제조업 외 1 종,031-375-8911
198,화성동탄일반산업단지,(주)호산기술,"경기도 화성시 동탄구 동탄산단5길 10-12(방교동, (주)호산기술)",29223,금속 절삭기계 제조업,031-376-1406
199,화성동탄일반산업단지,K.S테크,경기도 화성시 동탄구 동탄산단4길 9-30,26429,기타 무선 통신장비 제조업,031-373-0066
200,화성동탄일반산업단지,PLUS엔지니어링,경기도 화성시 동탄구 동탄산단8길 15-26 (방교동),18111 ， 29293,경 인쇄업 외 1 종,070-4277-8028
201,화성동탄일반산업단지,YK TEC,경기도 화성시 동탄구 동탄산단7길 6(방교동),25932,일반철물 제조업,031-377-2019
202,화성동탄일반산업단지,광흥에스피(주) ,경기도 화성시 동탄구 동탄산단6길 50 (방교동),29299,그 외 기타 특수목적용 기계 제조업,031-376-7683
203,화성동탄일반산업단지,광흥종합기계,경기도 화성시 동탄구 동탄산단6길 50 (방교동),29299,그 외 기타 특수목적용 기계 제조업,031-376-7683
204,화성동탄일반산업단지,금영산업,경기도 화성시 동탄구 동탄산단6길 53-24 (방교동),28512 ， 28519,가정용 전기 난방기기 제조업 외 1 종,031-296-9255
205,화성동탄일반산업단지,금호전기 주식회사,경기도 화성시 동탄구 동탄산단6길 67 (방교동),28410 ， 28422,전구 및 램프 제조업 외 1 종,ARS-1566-2718
206,화성동탄일반산업단지,나노세미콘(주),경기도 화성시 동탄구 동탄산단6길 53-24 (방교동),29271,반도체 제조용 기계 제조업,031-205-9908
207,화성동탄일반산업단지,네오텍,경기도 화성시 동탄구 동탄산단7길 98-6 (방교동),29294,주형 및 금형 제조업,031-695-7671
208,화성동탄일반산업단지,넥스타테크놀로지(주),경기도 화성시 동탄구 동탄면 동탄산단6길 53-31 (방교동),26410 ， 29271 ， 29272,반도체 제조용 기계 제조업 외 2 종,031-372-3046
209,화성동탄일반산업단지,다산엔지니어링,경기도 화성시 동탄구 동탄산단2길 58 (방교동),29261 ， 29299,그 외 기타 특수목적용 기계 제조업 외 1 종,031-235-3936
210,화성동탄일반산업단지,대한고열공업(주),"경기도 화성시 동탄구 동탄산단6길 15-37(방교동, 대한고열공업(주))",29150 ， 29171,"산업용 오븐, 노 및 노용 버너 제조업 외 1 종",031-377-2542
211,화성동탄일반산업단지,대형정밀(주),경기도 화성시 동탄구 동탄산단2길 61 (방교동),26224,전자부품 실장기판 제조업,031-375-4975
212,화성동탄일반산업단지,대흥사,경기도 화성시 동탄구 동탄산단2길 37 (방교동),27211,"레이더, 항행용 무선기기 및 측량기구 제조업",031-499-3458
213,화성동탄일반산업단지,동양엔지니어링,경기도 화성시 동탄구 동탄산단8길 41 (방교동),30399,그 외 자동차용 신품 부품 제조업,031-376-8882
214,화성동탄일반산업단지,동우씨엔피 주식회사,경기도 화성시 동탄구 동탄산단9길 21 (방교동),28112,변압기 제조업,031-831-3961
215,화성동탄일반산업단지,두타아이티 주식회사 ,경기도 화성시 동탄구 동탄산단9길 17 (방교동),29271,반도체 제조용 기계 제조업,031-378-1700
216,화성동탄일반산업단지,디앤에스아이홀딩스(주),경기도 화성시 동탄구 동탄산단9길 23-7 (방교동),68112,비주거용 건물 임대업,070-4911-7610
217,화성동탄일반산업단지,디에스아이테크,경기도 화성시 동탄구 동탄산단5길 10-20 (방교동),29271,반도체 제조용 기계 제조업,031-352-9355
218,화성동탄일반산업단지,디엠디스플레이(주),"경기도 화성시 동탄구 동탄산단4길 27(방교동, DM 디스플레이(주))",26211,액정 표시장치 제조업,031-375-1859
219,화성동탄일반산업단지,란테크(주),경기도 화성시 동탄구 동탄산단4길 9-30 (방교동),26429,기타 무선 통신장비 제조업,031-377-9664
220,화성동탄일반산업단지,레이저쎌(주),경기도 화성시 동탄구 동탄산단4길 9-9 (방교동),29271,반도체 제조용 기계 제조업,031-8060-3226
221,화성동탄일반산업단지,멜콘(주),경기도 화성시 동탄구 동탄산단9길 9-15 (방교동),29172,공기 조화장치 제조업,031-737-9811
222,화성동탄일반산업단지,미르호(주),경기도 화성시 동탄구 동탄산단2길 17 (방교동),26211 ， 29223,액정 표시장치 제조업 외 1 종,031-206-5451
223,화성동탄일반산업단지,브라운앤드왓슨인터내셔널(유),경기도 화성시 동탄구 동탄산단9길 23-7 (방교동),28421,운송장비용 조명장치 제조업,02-1670-4813
224,화성동탄일반산업단지,삼성기전(주),경기도 화성시 동탄구 동탄면 826-1번지 (동탄일반산업단지 3-1블록),28123,배전반 및 전기 자동제어반 제조업,031-366-4588
225,화성동탄일반산업단지,삼영씨티(주),"경기도 화성시 동탄구 동탄기흥로 19(방교동, (주)리텍)",25911 ， 25934,톱 및 호환성 공구 제조업 외 1 종,02-896-4317
226,화성동탄일반산업단지,삼우정공,경기도 화성시 동탄구 동탄산단6길 3 (방교동),29221 ， 29222 ， 29223 ， 29224 ， 29271,금속 절삭기계 제조업 외 4 종,031-665-2867
227,화성동탄일반산업단지,새한프라스틱,경기도 화성시 동탄구 동탄기흥로 107 (방교동),22232 ， 29294,포장용 플라스틱 성형용기 제조업 외 1 종,031-376-4615
228,화성동탄일반산업단지,서원조명공업(주),"경기도 화성시 동탄구 동부대로 822, (동탄일반산업단지 3-2블록) (방교동)",28422,일반용 전기 조명장치 제조업,031-0377-0058
229,화성동탄일반산업단지,서진산업,경기도 화성시 동탄구 동탄산단5길 60 (방교동),30391 ， 30392 ， 30399 ， 30400,그 외 자동차용 신품 부품 제조업 외 3 종,031-377-6181
